n.id,numberOfConnectedEdges
"""DB00540""",5346
"""DB14211""",732
"""DB06262""",3243
"""DB03746""",316
"""DB01226""",2525
"""DB02898""",2
"""DB08064""",14
"""DB09078""",1608
"""DB07204""",51
"""DB03932""",9
"""DB07076""",5
"""DB07861""",4
"""DB07785""",8
"""DB01991""",23
"""DB08138""",10
"""DB11442""",628
"""DB04046""",608
"""DB08787""",2
"""DB13264""",696
"""DB01613""",175
"""DB03257""",83
"""DB08719""",15
"""DB13144""",18
"""DB01414""",1777
"""DB14963""",800
"""DB01711""",21
"""DB12129""",4
"""DB00012""",1154
"""DB01827""",3
"""DB02345""",2280
"""DB15494""",10
"""DB08643""",2
"""DB03855""",1
"""DB07213""",566
"""DB01047""",2594
"""DB03277""",8796
"""DB07957""",28
"""DB02075""",4
"""DB07913""",2
"""DB05687""",1646
"""DB00002""",1286
"""DB06148""",3728
"""DB11865""",8
"""DB07546""",4
"""DB00659""",776
"""DB01427""",1557
"""DB00605""",4138
"""DB01851""",2142
"""DB02185""",58
"""DB00337""",832
"""DB08086""",12
"""DB10769""",556
"""DB00355""",2922
"""DB08593""",53
"""DB02282""",756
"""DB11824""",1198
"""DB13337""",382
"""DB08830""",1118
"""DB00634""",210
"""DB15097""",224
"""DB01285""",2244
"""DB04900""",77
"""DB03076""",2
"""DB09352""",112
"""DB11363""",1220
"""DB09256""",2556
"""DB13780""",316
"""DB05540""",80
"""DB04203""",2
"""DB04964""",810
"""DB02493""",4
"""DB03035""",5
"""DB12486""",1
"""DB01750""",770
"""DB02078""",73
"""DB04075""",409
"""DB00578""",2889
"""DB09462""",857
"""DB06704""",868
"""DB03260""",411
"""DB06800""",1732
"""DB12125""",1
"""DB01759""",686
"""DB15076""",732
"""DB08877""",4490
"""DB03359""",28
"""DB12205""",732
"""DB13715""",4
"""DB03817""",976
"""DB00352""",3522
"""DB04697""",2
"""DB01971""",313
"""DB02504""",868
"""DB07057""",12
"""DB01212""",6677
"""DB04024""",170
"""DB06022""",72
"""DB09008""",1766
"""DB02233""",12
"""DB13913""",764
"""DB07395""",2
"""DB02026""",5
"""DB08478""",5
"""DB05260""",132
"""DB01460""",17
"""DB07016""",2
"""DB12687""",26
"""DB02964""",82
"""DB15357""",240
"""DB01509""",2920
"""DB02746""",811
"""DB09038""",1604
"""DB14498""",1748
"""DB00688""",7375
"""DB08858""",88
"""DB04373""",55
"""DB00240""",327
"""DB13352""",1354
"""DB06478""",78
"""DB03368""",20
"""DB03830""",147
"""DB02945""",3869
"""DB09023""",1988
"""DB04797""",10
"""DB11526""",78
"""DB12975""",136
"""DB02142""",93
"""DB12122""",1
"""DB11477""",2300
"""DB03658""",4
"""DB06926""",764
"""DB03053""",2
"""DB04485""",4515
"""DB06871""",2
"""DB02470""",44
"""DB07993""",2
"""DB08237""",8
"""DB07515""",2
"""DB00097""",6
"""DB03216""",5
"""DB13385""",2106
"""DB00531""",17494
"""DB03255""",10239
"""DB01395""",3239
"""DB14256""",182
"""DB03498""",103
"""DB03603""",1322
"""DB06985""",157
"""DB04745""",1049
"""DB00243""",4240
"""DB03328""",3
"""DB12775""",734
"""DB01611""",4972
"""DB07407""",12
"""DB02756""",94
"""DB07088""",414
"""DB03685""",657
"""DB05913""",12
"""DB02037""",31
"""DB04560""",2
"""DB03929""",7296
"""DB02647""",7
"""DB05528""",48
"""DB16755""",732
"""DB11903""",1677
"""DB00830""",1524
"""DB11712""",1049
"""DB08622""",20
"""DB07491""",95
"""DB13215""",2
"""DB01802""",6
"""DB05869""",8
"""DB06535""",98
"""DB06171""",188
"""DB13459""",28
"""DB02565""",8
"""DB02755""",51
"""DB13464""",20
"""DB14019""",1580
"""DB06241""",732
"""DB14879""",6
"""DB03399""",2
"""DB05139""",732
"""DB03439""",111
"""DB00368""",25825
"""DB03968""",3
"""DB04103""",10
"""DB04293""",22
"""DB04863""",8
"""DB08908""",697
"""DB01490""",68
"""DB03204""",9
"""DB01082""",122269
"""DB07643""",2
"""DB07040""",46
"""DB01483""",3632
"""DB01489""",1428
"""DB06803""",1657
"""DB08878""",687
"""DB08900""",1510
"""DB01254""",7930
"""DB13172""",110
"""DB00098""",1320
"""DB03916""",86
"""DB02830""",46
"""DB09414""",1298
"""DB02734""",222
"""DB03650""",64
"""DB03432""",162
"""DB01342""",760
"""DB04855""",3629
"""DB07926""",61
"""DB01684""",3
"""DB04690""",5668
"""DB03256""",2953
"""DB01289""",2063
"""DB04257""",1947
"""DB13368""",94
"""DB12231""",732
"""DB15290""",16
"""DB07008""",12
"""DB12404""",1434
"""DB08624""",3
"""DB01049""",2454
"""DB00442""",1632
"""DB01516""",8
"""DB07954""",5110
"""DB00527""",3712
"""DB03944""",49
"""DB02240""",84
"""DB04643""",37
"""DB06910""",1
"""DB02807""",12
"""DB09200""",1657
"""DB00872""",3431
"""DB14891""",732
"""DB13446""",1196
"""DB02486""",181
"""DB01416""",1918
"""DB07143""",135
"""DB07728""",15
"""DB05830""",810
"""DB02743""",26026
"""DB07964""",21
"""DB02641""",38
"""DB14007""",1454
"""DB03709""",758
"""DB12839""",72
"""DB12923""",1950
"""DB02651""",4
"""DB00997""",32299
"""DB15595""",1140
"""DB01216""",2653
"""DB04765""",6
"""DB02780""",1
"""DB03211""",6
"""DB04212""",5
"""DB00324""",1924
"""DB04278""",2
"""DB05212""",220
"""DB13485""",224
"""DB16648""",878
"""DB07144""",25
"""DB03084""",11
"""DB08063""",58
"""DB04696""",2
"""DB02914""",16
"""DB05631""",2
"""DB00387""",1148
"""DB08166""",2
"""DB03670""",3
"""DB00772""",1408
"""DB01624""",3729
"""DB13027""",4
"""DB01726""",2238
"""DB15865""",732
"""DB04029""",84
"""DB00316""",18684
"""DB04168""",16
"""DB00351""",2533
"""DB03722""",150
"""DB03895""",1501
"""DB13975""",558
"""DB07781""",146
"""DB07223""",324
"""DB04400""",180
"""DB04905""",1894
"""DB13393""",200
"""DB00943""",699
"""DB16217""",668
"""DB09001""",2276
"""DB00139""",3776
"""DB03985""",67
"""DB06266""",877
"""DB01764""",585
"""DB11121""",2
"""DB14642""",20
"""DB07956""",2
"""DB13605""",1840
"""DB03495""",1
"""DB07794""",217
"""DB12950""",552
"""DB03559""",109
"""DB04800""",35
"""DB13467""",894
"""DB07009""",2
"""DB01114""",3142
"""DB06842""",333
"""DB12755""",4
"""DB05786""",127
"""DB04872""",1451
"""DB12881""",84
"""DB00005""",2046
"""DB07930""",160
"""DB08285""",28
"""DB05084""",614
"""DB13228""",4
"""DB01919""",418
"""DB12680""",3
"""DB02249""",374
"""DB12576""",1330
"""DB11447""",184
"""DB14485""",252
"""DB02664""",16
"""DB01112""",3020
"""DB03266""",32131
"""DB11661""",72
"""DB07854""",13
"""DB10389""",128
"""DB08689""",571
"""DB06697""",3024
"""DB04027""",20527
"""DB12584""",732
"""DB12551""",1092
"""DB14713""",1968
"""DB01058""",3700
"""DB13933""",256
"""DB04602""",1347
"""DB13524""",2768
"""DB13606""",1830
"""DB02259""",2
"""DB03774""",210
"""DB07848""",25
"""DB00876""",2143
"""DB13786""",498
"""DB04312""",13
"""DB08271""",316
"""DB15011""",1066
"""DB01217""",8027
"""DB01709""",846
"""DB00498""",2614
"""DB03061""",14
"""DB16385""",762
"""DB16183""",8
"""DB01623""",2635
"""DB08751""",65
"""DB02254""",53
"""DB03710""",115
"""DB00778""",3488
"""DB14740""",408
"""DB16267""",736
"""DB02895""",19
"""DB01809""",129
"""DB13837""",1432
"""DB10962""",128
"""DB12845""",732
"""DB09267""",117
"""DB08543""",149
"""DB03664""",471
"""DB00725""",1099
"""DB00857""",2580
"""DB07228""",6
"""DB14488""",250
"""DB02332""",2729
"""DB01139""",1827
"""DB11715""",734
"""DB00304""",1846
"""DB12185""",78
"""DB11549""",1624
"""DB07540""",4
"""DB00086""",1834
"""DB05903""",640
"""DB02890""",10
"""DB07573""",2
"""DB13824""",208
"""DB07252""",23
"""DB03066""",22477
"""DB00473""",37
"""DB12028""",78
"""DB04476""",27
"""DB02632""",202
"""DB00044""",5
"""DB12563""",1
"""DB01618""",1712
"""DB03843""",146445
"""DB01269""",995
"""DB07974""",12
"""DB12548""",1542
"""DB07543""",1281
"""DB05437""",732
"""DB00159""",6793
"""DB11750""",341
"""DB04350""",21
"""DB07102""",86
"""DB00457""",3255
"""DB06847""",1
"""DB06773""",26
"""DB00233""",1477
"""DB00636""",2249
"""DB02994""",13657
"""DB06780""",220
"""DB04864""",886
"""DB03467""",1989
"""DB00015""",1409
"""DB09109""",184
"""DB14240""",434
"""DB02828""",3
"""DB06949""",1
"""DB04541""",13
"""DB01465""",141
"""DB00866""",3740
"""DB09106""",1448
"""DB12272""",2
"""DB09318""",2624
"""DB04022""",50
"""DB08913""",76
"""DB04264""",409
"""DB07055""",31
"""DB04337""",4
"""DB02974""",29
"""DB00515""",6907
"""DB02491""",585
"""DB00378""",565
"""DB01239""",2933
"""DB08402""",6
"""DB03390""",8
"""DB09295""",2809
"""DB09568""",168
"""DB00334""",6487
"""DB00095""",1327
"""DB07001""",4
"""DB14443""",1528
"""DB00536""",4669
"""DB00811""",5961
"""DB01110""",3103
"""DB00052""",847
"""DB03708""",704
"""DB01083""",3532
"""DB01860""",69
"""DB02128""",24
"""DB13232""",2772
"""DB15245""",28
"""DB09064""",316
"""DB13742""",444
"""DB12445""",3207
"""DB13003""",2352
"""DB01859""",27
"""DB11616""",772
"""DB03486""",2
"""DB07218""",2
"""DB12829""",114
"""DB12691""",1
"""DB02697""",9
"""DB05343""",43
"""DB00717""",12845
"""DB01026""",6148
"""DB03801""",39
"""DB01406""",2391
"""DB00266""",3330
"""DB15598""",262
"""DB12140""",4
"""DB02805""",9
"""DB07977""",2
"""DB05399""",32
"""DB09027""",2021
"""DB07632""",24
"""DB01209""",1866
"""DB03034""",5151
"""DB01272""",1
"""DB01950""",196
"""DB07807""",8
"""DB13200""",310
"""DB13783""",2888
"""DB02583""",4
"""DB02255""",1271
"""DB08184""",95
"""DB09235""",3452
"""DB00198""",4188
"""DB00120""",14839
"""DB00513""",1884
"""DB07899""",2
"""DB07625""",2
"""DB04459""",195
"""DB09511""",114
"""DB12849""",734
"""DB01882""",674
"""DB01147""",844
"""DB01602""",390
"""DB07762""",62
"""DB07179""",2
"""DB08867""",1024
"""DB11909""",5
"""DB09055""",201
"""DB03862""",8
"""DB06468""",872
"""DB04383""",89
"""DB09207""",50
"""DB01259""",6394
"""DB12124""",78
"""DB11818""",3
"""DB01748""",6
"""DB07349""",22
"""DB04706""",161
"""DB11268""",276
"""DB03073""",3226
"""DB00554""",4699
"""DB08655""",13
"""DB02048""",34
"""DB08828""",1248
"""DB03779""",15
"""DB09050""",1674
"""DB00103""",8
"""DB00928""",7745
"""DB01987""",1061
"""DB04674""",105
"""DB05383""",63
"""DB04831""",2585
"""DB06643""",1332
"""DB07120""",2
"""DB12491""",2
"""DB03479""",6
"""DB06237""",2553
"""DB06893""",289
"""DB08777""",4
"""DB11068""",2
"""DB04147""",625
"""DB05465""",933
"""DB07747""",3
"""DB04280""",4
"""DB08160""",153
"""DB02676""",811
"""DB06445""",1324
"""DB09338""",1700
"""DB12364""",1672
"""DB11809""",136
"""DB13679""",1410
"""DB07463""",4
"""DB18002""",738
"""DB01689""",13
"""DB00567""",3681
"""DB07749""",97
"""DB13151""",184
"""DB13251""",1362
"""DB04234""",3
"""DB08437""",26893
"""DB03063""",54
"""DB12637""",82
"""DB11552""",1324
"""DB14219""",696
"""DB00263""",3210
"""DB00963""",447
"""DB04517""",9
"""DB03975""",209
"""DB03322""",6794
"""DB07598""",94
"""DB08077""",6
"""DB11412""",1204
"""DB15118""",732
"""DB04680""",22
"""DB07545""",18
"""DB02105""",180
"""DB02569""",20
"""DB01410""",2586
"""DB12537""",1602
"""DB00766""",2148
"""DB00853""",10067
"""DB06272""",390
"""DB07328""",2
"""DB12921""",224
"""DB08770""",842
"""DB13334""",78
"""DB02758""",243
"""DB09070""",1080
"""DB12573""",1
"""DB00282""",2685
"""DB12825""",1828
"""DB04837""",78
"""DB01488""",1930
"""DB06202""",7
"""DB13844""",1028
"""DB16691""",244
"""DB07668""",96
"""DB14988""",732
"""DB07437""",15
"""DB08756""",5122
"""DB04761""",2
"""DB00598""",4459
"""DB12885""",7
"""DB01074""",2695
"""DB08550""",2469
"""DB07412""",9
"""DB13364""",296
"""DB03636""",192
"""DB05403""",123
"""DB02004""",111
"""DB06527""",1616
"""DB04679""",1
"""DB01864""",764
"""DB04446""",2
"""DB02375""",1629
"""DB02384""",4
"""DB09274""",190
"""DB14577""",624
"""DB02720""",167
"""DB12013""",110
"""DB04048""",3
"""DB02277""",120
"""DB02650""",1645
"""DB02557""",352
"""DB00746""",3312
"""DB08461""",2
"""DB02370""",8
"""DB08835""",6
"""DB12960""",2
"""DB02750""",58
"""DB00448""",2612
"""DB08660""",52
"""DB13351""",1028
"""DB07720""",708
"""DB01933""",582
"""DB04200""",166
"""DB06957""",2
"""DB11714""",856
"""DB13718""",302
"""DB04805""",34
"""DB07888""",62
"""DB00587""",4
"""DB14908""",734
"""DB14726""",1276
"""DB00529""",2712
"""DB05875""",148
"""DB02845""",655
"""DB04204""",3
"""DB03856""",819
"""DB11978""",1713
"""DB02420""",3
"""DB08974""",2
"""DB07283""",2
"""DB01727""",531
"""DB13555""",874
"""DB04725""",2107
"""DB06852""",44
"""DB07126""",249
"""DB04128""",29
"""DB11348""",422
"""DB03946""",1264
"""DB07865""",25
"""DB07396""",43
"""DB01282""",617
"""DB12352""",79
"""DB11467""",110
"""DB04890""",1518
"""DB08054""",199
"""DB07669""",15
"""DB03802""",2
"""DB00108""",1334
"""DB08653""",1119
"""DB02188""",2
"""DB06692""",765
"""DB06928""",40
"""DB08209""",481
"""DB08773""",9
"""DB00087""",1671
"""DB07919""",423
"""DB04774""",57
"""DB01153""",31
"""DB04418""",216
"""DB04269""",107
"""DB08795""",383
"""DB12073""",242
"""DB09014""",1356
"""DB01992""",1244
"""DB08860""",1983
"""DB03092""",6
"""DB14538""",340
"""DB01866""",121
"""DB02535""",2
"""DB01190""",5757
"""DB00431""",1693
"""DB13666""",1028
"""DB01477""",6
"""DB12973""",2
"""DB03787""",5
"""DB08153""",228
"""DB07818""",21
"""DB00357""",945
"""DB04380""",118
"""DB07151""",2
"""DB00576""",703
"""DB06767""",1800
"""DB03117""",20
"""DB04180""",21
"""DB13533""",204
"""DB00356""",7441
"""DB08353""",4
"""DB09000""",1660
"""DB00647""",2945
"""DB02087""",16
"""DB00522""",891
"""DB03243""",151
"""DB06904""",321
"""DB08098""",2
"""DB07689""",121
"""DB02358""",4
"""DB04209""",1552
"""DB01945""",113
"""DB06952""",838
"""DB00580""",3737
"""DB01403""",3858
"""DB03931""",7
"""DB04530""",410
"""DB03558""",3
"""DB12361""",2123
"""DB06325""",72
"""DB03780""",8
"""DB13279""",38
"""DB07837""",180
"""DB00987""",5394
"""DB09214""",2916
"""DB03896""",1127
"""DB00869""",835
"""DB09096""",2
"""DB01526""",41
"""DB02927""",83
"""DB06402""",2347
"""DB08905""",2204
"""DB15258""",374
"""DB11995""",1109
"""DB14232""",800
"""DB03781""",15
"""DB04553""",371
"""DB07518""",63
"""DB13977""",578
"""DB13507""",1028
"""DB11529""",2070
"""DB01850""",18
"""DB02391""",4
"""DB12823""",35
"""DB01115""",3914
"""DB06983""",2
"""DB04591""",4
"""DB06969""",166
"""DB07852""",4
"""DB06335""",3470
"""DB06973""",5489
"""DB00035""",3224
"""DB07275""",3
"""DB08498""",2
"""DB06267""",1472
"""DB04629""",111
"""DB09104""",2590
"""DB11443""",1860
"""DB13984""",1328
"""DB07652""",8
"""DB07198""",2
"""DB02447""",114
"""DB03847""",337
"""DB07405""",17
"""DB07501""",6
"""DB11627""",556
"""DB09049""",1356
"""DB12598""",1445
"""DB01605""",458
"""DB11044""",556
"""DB13234""",1334
"""DB08837""",2222
"""DB12380""",4
"""DB08949""",4
"""DB12184""",2304
"""DB01977""",7
"""DB07519""",2
"""DB00249""",868
"""DB04794""",814
"""DB13629""",2772
"""DB03717""",111
"""DB04689""",4
"""DB01011""",2513
"""DB07454""",3
"""DB06766""",58
"""DB09378""",2070
"""DB01225""",38604
"""DB03283""",2905
"""DB13657""",2772
"""DB01351""",3031
"""DB08827""",1309
"""DB08910""",4866
"""DB02232""",1285
"""DB00364""",1742
"""DB04709""",236
"""DB04451""",32
"""DB10283""",558
"""DB08386""",123
"""DB01571""",159
"""DB00273""",5107
"""DB03085""",3802
"""DB04878""",1552
"""DB08268""",69
"""DB07873""",191
"""DB02152""",942
"""DB08864""",2710
"""DB01325""",2212
"""DB03058""",9
"""DB13201""",184
"""DB00058""",108
"""DB03632""",18
"""DB01639""",6
"""DB08528""",1
"""DB15463""",756
"""DB00225""",10550
"""DB00583""",6852
"""DB15965""",1320
"""DB07080""",752
"""DB00752""",3786
"""DB00219""",1057
"""DB11417""",252
"""DB16746""",52
"""DB01834""",12
"""DB09543""",732
"""DB03676""",78
"""DB07190""",130
"""DB14597""",734
"""DB04028""",83
"""DB08962""",2056
"""DB07496""",67
"""DB07970""",7
"""DB11913""",3
"""DB08202""",2
"""DB08555""",2
"""DB03109""",9370
"""DB10879""",128
"""DB07911""",24
"""DB05119""",2
"""DB03532""",90
"""DB13896""",76
"""DB07898""",397
"""DB08606""",16
"""DB07569""",50
"""DB08705""",54
"""DB15657""",110
"""DB06861""",3
"""DB06159""",78
"""DB03043""",2
"""DB12305""",3
"""DB02473""",5
"""DB08502""",456
"""DB04583""",2
"""DB13583""",32
"""DB00675""",20392
"""DB04483""",5041
"""DB00117""",5825
"""DB07530""",44
"""DB07516""",56
"""DB08114""",223
"""DB08737""",2
"""DB03376""",68
"""DB07130""",3
"""DB12226""",1
"""DB00156""",3178
"""DB01923""",3
"""DB07309""",2
"""DB11977""",6
"""DB13527""",2772
"""DB18705""",556
"""DB13380""",1028
"""DB04432""",96
"""DB03613""",288
"""DB04522""",2734
"""DB12560""",734
"""DB01828""",2576
"""DB13835""",1516
"""DB11779""",1546
"""DB08096""",18
"""DB07779""",8
"""DB02522""",42
"""DB13551""",24
"""DB04408""",20
"""DB15763""",252
"""DB13804""",694
"""DB11278""",2356
"""DB12019""",2
"""DB02217""",2
"""DB02261""",373
"""DB11564""",1170
"""DB03268""",1
"""DB03515""",482
"""DB06721""",246
"""DB07571""",2
"""DB00855""",1983
"""DB02833""",28
"""DB00871""",3671
"""DB08547""",2
"""DB11787""",3
"""DB06870""",134
"""DB04397""",2
"""DB07118""",1556
"""DB12531""",1240
"""DB01761""",10
"""DB11796""",1424
"""DB00376""",1483
"""DB08019""",12
"""DB07714""",2
"""DB05545""",732
"""DB03902""",3795
"""DB07219""",18
"""DB15274""",556
"""DB08119""",498
"""DB03678""",80
"""DB01577""",4871
"""DB01863""",730
"""DB02088""",11
"""DB02289""",78
"""DB06858""",87
"""DB01073""",1266
"""DB03635""",1633
"""DB06660""",1352
"""DB07427""",5
"""DB06804""",270
"""DB02516""",51
"""DB03351""",7
"""DB06838""",59
"""DB01482""",1222
"""DB04856""",1015
"""DB04010""",31
"""DB08433""",12
"""DB13499""",1592
"""DB10494""",128
"""DB04714""",710
"""DB11974""",33
"""DB01006""",2722
"""DB12979""",2
"""DB11057""",830
"""DB08251""",2
"""DB09218""",2766
"""DB08293""",8
"""DB14517""",622
"""DB13852""",1440
"""DB13233""",2176
"""DB07931""",1295
"""DB12152""",734
"""DB01092""",3765
"""DB11986""",1766
"""DB07107""",118
"""DB02458""",120
"""DB07772""",451
"""DB07649""",2
"""DB00731""",3402
"""DB03389""",890
"""DB04076""",1667
"""DB06953""",275
"""DB08826""",2156
"""DB02221""",89
"""DB00186""",4543
"""DB06723""",3793
"""DB01949""",2
"""DB03763""",75
"""DB14445""",556
"""DB04093""",127
"""DB02263""",324
"""DB07521""",2
"""DB09480""",2020
"""DB03241""",140
"""DB12257""",84
"""DB05448""",539
"""DB02053""",239
"""DB03373""",98
"""DB12047""",15
"""DB14762""",1322
"""DB01434""",138
"""DB02604""",30
"""DB12732""",6
"""DB01048""",2984
"""DB11136""",1426
"""DB02385""",934
"""DB02715""",1741
"""DB11371""",1334
"""DB04941""",5
"""DB15317""",582
"""DB07557""",192
"""DB16738""",76
"""DB07841""",1390
"""DB03583""",7
"""DB11947""",2
"""DB08007""",94
"""DB11419""",34
"""DB07124""",12
"""DB13338""",628
"""DB14620""",556
"""DB01644""",117
"""DB11851""",6
"""DB04712""",4
"""DB13105""",2
"""DB07701""",1981
"""DB08278""",1
"""DB15775""",232
"""DB02148""",6
"""DB01840""",3
"""DB04849""",945
"""DB04789""",1171
"""DB05311""",4
"""DB01564""",302
"""DB07392""",3252
"""DB09219""",2032
"""DB07249""",31
"""DB04040""",137
"""DB11873""",24
"""DB06419""",1346
"""DB03194""",166
"""DB00985""",2130
"""DB12082""",83
"""DB07999""",2
"""DB02628""",1
"""DB02668""",160
"""DB08023""",30
"""DB11632""",716
"""DB14864""",752
"""DB00319""",3972
"""DB12879""",2
"""DB02552""",595
"""DB02930""",411
"""DB04207""",15
"""DB04628""",51
"""DB04947""",20
"""DB01522""",214
"""DB04422""",4628
"""DB02323""",123
"""DB13174""",1006
"""DB03679""",40
"""DB11003""",882
"""DB13766""",1950
"""DB13554""",1426
"""DB00039""",277
"""DB12597""",1278
"""DB03897""",855
"""DB13836""",382
"""DB01309""",1577
"""DB04779""",3
"""DB05229""",1960
"""DB07101""",1618
"""DB07628""",5
"""DB01793""",5
"""DB01957""",461
"""DB13643""",1436
"""DB01381""",1462
"""DB03799""",36
"""DB14209""",622
"""DB03596""",2
"""DB03514""",124
"""DB00379""",2737
"""DB05304""",732
"""DB04205""",6
"""DB02072""",2
"""DB13645""",302
"""DB07250""",29
"""DB12085""",83
"""DB01029""",3334
"""DB08167""",7930
"""DB00614""",3031
"""DB07132""",2
"""DB08312""",61
"""DB11446""",2
"""DB00385""",178
"""DB07876""",222
"""DB02979""",12
"""DB07338""",190
"""DB03783""",2557
"""DB00815""",42391
"""DB12819""",6
"""DB07928""",36
"""DB01686""",1425
"""DB02085""",12411
"""DB07073""",14
"""DB12703""",36
"""DB14004""",732
"""DB02161""",123
"""DB01632""",583
"""DB02479""",2
"""DB03505""",13
"""DB04054""",9
"""DB01875""",12
"""DB00573""",2932
"""DB00216""",2949
"""DB00018""",1314
"""DB03067""",7
"""DB07201""",2
"""DB04682""",800
"""DB07468""",58
"""DB02598""",25
"""DB02744""",5
"""DB06423""",96
"""DB05496""",734
"""DB08377""",114
"""DB09009""",3364
"""DB11387""",76
"""DB03628""",4
"""DB14491""",244
"""DB08734""",1204
"""DB13504""",1592
"""DB08500""",9
"""DB01193""",2918
"""DB04744""",182
"""DB07248""",12
"""DB03310""",7594
"""DB03733""",485
"""DB06909""",16
"""DB13074""",1372
"""DB07526""",1
"""DB03295""",117
"""DB05336""",732
"""DB07137""",4
"""DB00388""",7402
"""DB01150""",1637
"""DB00990""",1979
"""DB13879""",1066
"""DB03848""",45
"""DB13530""",2148
"""DB00764""",2285
"""DB01682""",15
"""DB00158""",20174
"""DB07177""",85
"""DB02548""",114
"""DB00995""",1457
"""DB08449""",2
"""DB01279""",3
"""DB06925""",8
"""DB04646""",277
"""DB08953""",3260
"""DB00594""",4793
"""DB00569""",2940
"""DB02519""",36
"""DB03482""",6
"""DB02116""",223
"""DB01364""",3153
"""DB09516""",1
"""DB02846""",72
"""DB02453""",117
"""DB03478""",348
"""DB01707""",11
"""DB12369""",17
"""DB04620""",61
"""DB04705""",736
"""DB14523""",76
"""DB07343""",1
"""DB08935""",2208
"""DB11511""",1860
"""DB07955""",94
"""DB02594""",499
"""DB02365""",2199
"""DB06153""",2661
"""DB08527""",849
"""DB01780""",7124
"""DB02630""",239
"""DB08585""",17
"""DB01441""",26
"""DB00381""",4153
"""DB07618""",209
"""DB07364""",79
"""DB13238""",2
"""DB02235""",391
"""DB01148""",2324
"""DB00447""",1614
"""DB06815""",2
"""DB00252""",9182
"""DB03617""",6
"""DB07814""",1623
"""DB00795""",6067
"""DB14050""",1616
"""DB00642""",4733
"""DB03488""",565
"""DB07014""",13
"""DB13331""",1330
"""DB08534""",2
"""DB06832""",80
"""DB07369""",2
"""DB07389""",12
"""DB07786""",8
"""DB12629""",614
"""DB03404""",166
"""DB07478""",62
"""DB14681""",1914
"""DB14473""",184
"""DB00318""",33129
"""DB02110""",70
"""DB01056""",933
"""DB04394""",4
"""DB05939""",1
"""DB15413""",20
"""DB06144""",2485
"""DB08651""",4
"""DB02561""",821
"""DB01620""",3924
"""DB08870""",2411
"""DB01946""",55
"""DB08499""",30
"""DB01742""",57
"""DB02220""",3
"""DB08337""",4
"""DB03987""",4
"""DB03956""",9117
"""DB02726""",566
"""DB07004""",18
"""DB03274""",51
"""DB02814""",20
"""DB03396""",2
"""DB00678""",6598
"""DB08317""",30
"""DB03886""",465
"""DB04975""",546
"""DB01702""",1395
"""DB01739""",10520
"""DB12452""",20
"""DB02694""",81
"""DB01718""",3898
"""DB00162""",12876
"""DB09232""",1821
"""DB04369""",95
"""DB13037""",732
"""DB15442""",948
"""DB04440""",186
"""DB03528""",3859
"""DB11518""",2772
"""DB00739""",388
"""DB01813""",56
"""DB11679""",1278
"""DB12539""",80
"""DB03959""",62
"""DB08862""",330
"""DB12709""",4
"""DB01409""",3371
"""DB13866""",954
"""DB07802""",4
"""DB04543""",30
"""DB06439""",3
"""DB03738""",5
"""DB11614""",1700
"""DB02039""",32
"""DB00671""",884
"""DB10489""",128
"""DB03567""",9370
"""DB13733""",1330
"""DB13735""",572
"""DB03836""",257
"""DB03646""",48
"""DB06774""",3147
"""DB01132""",6245
"""DB03730""",6
"""DB11338""",1454
"""DB11507""",1002
"""DB14527""",1454
"""DB02038""",5
"""DB08336""",4
"""DB13602""",420
"""DB00199""",4045
"""DB11372""",204
"""DB00338""",3528
"""DB15218""",732
"""DB02267""",116
"""DB01324""",3402
"""DB09279""",1398
"""DB00020""",25
"""DB12608""",1
"""DB00810""",1576
"""DB02649""",20
"""DB00116""",833
"""DB00042""",1646
"""DB15321""",80
"""DB04034""",350
"""DB11281""",278
"""DB09257""",1460
"""DB07604""",373
"""DB04438""",7
"""DB07342""",5
"""DB03821""",5
"""DB02644""",282
"""DB12465""",113
"""DB14033""",696
"""DB03138""",7528
"""DB00409""",2064
"""DB06851""",12
"""DB01355""",3103
"""DB00291""",2171
"""DB01425""",201
"""DB06756""",588
"""DB09187""",1354
"""DB11108""",4
"""DB07297""",5
"""DB12530""",1366
"""DB06979""",78
"""DB04198""",65
"""DB08674""",163
"""DB08819""",298
"""DB06967""",166
"""DB08983""",316
"""DB03584""",110
"""DB01191""",1412
"""DB13231""",322
"""DB07676""",438
"""DB03590""",391
"""DB01729""",9117
"""DB07853""",8
"""DB00278""",3011
"""DB02434""",93
"""DB08762""",112
"""DB10804""",840
"""DB06616""",3811
"""DB02977""",3
"""DB09308""",628
"""DB02484""",77
"""DB01224""",6263
"""DB01283""",3370
"""DB12688""",76
"""DB04572""",2902
"""DB03701""",773
"""DB13884""",1620
"""DB03530""",4
"""DB13877""",78
"""DB07116""",2
"""DB03693""",24
"""DB04597""",1
"""DB02029""",80
"""DB00200""",1750
"""DB04908""",2664
"""DB08133""",24
"""DB04187""",12
"""DB00818""",9446
"""DB12590""",1335
"""DB12478""",210
"""DB07048""",812
"""DB07069""",42
"""DB14067""",78
"""DB01200""",4785
"""DB14680""",78
"""DB04157""",382
"""DB09084""",2806
"""DB06370""",2402
"""DB02556""",13868
"""DB13682""",1592
"""DB05087""",1809
"""DB09230""",1516
"""DB04452""",41
"""DB09342""",2064
"""DB11153""",572
"""DB00589""",3041
"""DB08109""",4
"""DB02414""",7
"""DB06958""",125
